user_id,book_id,rating,title,authors,original_publication_year,rating_normalized,user_id_encoded,book_id_encoded
39325,4211,1,Elizabeth the Queen: The Life of a Modern Monarch,Sally Bedell Smith,2012.0,0.0,16950,3826
34453,50,5,Where the Sidewalk Ends,Shel Silverstein,1974.0,1.0,14943,49
32717,2760,2,"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore, Kevin O'Neill",2000.0,0.25,14248,2641
10468,3364,2,Our Town,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938.0,0.25,4761,3147
10025,1117,2,"The Lost World (Jurassic Park, #2)",Michael Crichton,1995.0,0.25,4546,1107
33127,1379,5,"2nd Chance (Women's Murder Club, #2)","James Patterson, Andrew Gross",2002.0,1.0,14425,1365
15568,1410,4,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,1926.0,0.75,7033,1396
33225,289,2,"Watership Down (Watership Down, #1)",Richard Adams,1972.0,0.25,14469,288
17697,311,4,The Thorn Birds,Colleen McCullough,1977.0,0.75,7973,310
9857,612,4,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,1987.0,0.75,4467,609
26495,3223,4,"London Bridges (Alex Cross, #10)",James Patterson,2004.0,0.75,11726,3032
8577,2628,1,Why We Broke Up,"Daniel Handler, Maira Kalman",2011.0,0.0,3903,2526
16798,675,3,Firestarter,Stephen King,1980.0,0.5,7580,672
41008,3490,4,"The Escape (John Puller, #3)",David Baldacci,2014.0,0.75,17671,3254
2962,5936,1,The Face,Dean Koontz,2003.0,0.0,1381,5018
32053,1123,3,Skeleton Crew,Stephen King,1985.0,0.5,13986,1113
27026,496,1,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,1980.0,0.0,11952,495
36709,1903,5,"Son (The Giver, #4)",Lois Lowry,2012.0,1.0,15871,1870
12151,1039,1,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)","Seth Grahame-Smith, Jane Austen",2009.0,0.0,5512,1030
7212,5134,2,Weaveworld,Clive Barker,1987.0,0.25,3280,4492
12464,168,5,The Stand,"Stephen King, Bernie Wrightson",1978.0,1.0,5651,167
15315,689,4,Beautiful Ruins,Jess Walter,2012.0,0.75,6929,686
11120,2901,1,"Undead and Unwed (Undead, #1)",MaryJanice Davidson,2004.0,0.0,5059,2761
26628,8981,2,"I've Got You Under My Skin (Under Suspicion, #1)","Mary Higgins Clark, Alafair Burke",2014.0,0.25,11777,6662
51467,2540,3,American Born Chinese,Gene Luen Yang,2006.0,0.5,21803,2446
42100,3935,1,"Sugar Daddy (Travises, #1)",Lisa Kleypas,2007.0,0.0,18076,3623
32282,6054,4,Wolf in White Van,John Darnielle,2014.0,0.75,14072,5093
5349,301,2,Heart of Darkness,Joseph Conrad,1899.0,0.25,2464,300
4479,6818,3,The Enchantress of Florence,Salman Rushdie,2008.0,0.5,2039,5544
30997,105,2,"Allegiant (Divergent, #3)",Veronica Roth,2013.0,0.25,13583,104
785,2608,4,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,1986.0,0.75,370,2507
38968,1030,5,The Art of Fielding,Chad Harbach,2011.0,1.0,16798,1022
31759,2485,5,Swan Song,Robert McCammon,1987.0,1.0,13866,2399
45036,45,5,Life of Pi,Yann Martel,2001.0,1.0,19293,44
11734,3636,2,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,2008.0,0.25,5345,3378
23631,9217,2,The Cobra Event,Richard   Preston,1997.0,0.25,10516,6780
26394,295,2,11/22/63,Stephen King,2011.0,0.25,11693,294
49541,3469,4,"Alas, Babylon",Pat Frank,1959.0,0.75,21032,3239
46289,1690,5,"Ghost Story (The Dresden Files,  #13)",Jim Butcher,2011.0,1.0,19774,1667
19783,30,1,Gone Girl,Gillian Flynn,2012.0,0.0,8898,29
6427,457,4,The Historian,Elizabeth Kostova,2005.0,0.75,2942,456
11650,539,1,"Hopeless (Hopeless, #1)",Colleen Hoover,2012.0,0.0,5307,538
20709,17,4,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,2009.0,0.75,9277,16
2029,701,2,Mrs. Dalloway,"Virginia Woolf, Maureen Howard",1925.0,0.25,945,698
33443,50,5,Where the Sidewalk Ends,Shel Silverstein,1974.0,1.0,14535,49
51427,52,1,"Eclipse (Twilight, #3)",Stephenie Meyer,2007.0,0.0,21790,51
39177,197,2,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001.0,0.25,16876,196
29195,281,4,The Pelican Brief,John Grisham,1992.0,0.75,12858,280
43652,70,4,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,1985.0,0.75,18724,69
21470,7733,1,True Evil,Greg Iles,2006.0,0.0,9588,6041
27948,4810,1,The Naked and the Dead,Norman Mailer,1948.0,0.0,12335,4261
42102,1225,4,"The Austere Academy (A Series of Unfortunate Events, #5)","Lemony Snicket, Brett Helquist",2000.0,0.75,18077,1213
23920,753,4,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,2004.0,0.75,10629,749
19786,4030,1,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",Sherrilyn Kenyon,2007.0,0.0,8900,3692
9759,553,1,Needful Things,Stephen King,1991.0,0.0,4423,552
19586,775,2,Just Kids,Patti Smith,2010.0,0.25,8808,771
4305,408,2,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997.0,0.25,1957,407
5489,516,1,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000.0,0.0,2522,515
21764,64,1,My Sister's Keeper,Jodi Picoult,2004.0,0.0,9708,63
9976,6234,4,Porno,Irvine Welsh,2005.0,0.75,4520,5197
45335,8337,1,Fifth Business,Robertson Davies,1970.0,0.0,19401,6330
2971,3,3,"Twilight (Twilight, #1)",Stephenie Meyer,2005.0,0.5,1386,2
37919,543,5,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,2010.0,1.0,16393,542
47015,8869,4,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",Kiera Cass,2015.0,0.75,20073,6603
45076,6,2,The Fault in Our Stars,John Green,2012.0,0.25,19311,5
38399,2669,5,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,1998.0,1.0,16583,2559
37270,49,2,"New Moon (Twilight, #2)",Stephenie Meyer,2006.0,0.25,16101,48
2041,939,2,Reconstructing Amelia,Kimberly McCreight,2013.0,0.25,953,933
51930,1916,5,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)","Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,1.0,21988,1883
5401,6134,4,True Blue,David Baldacci,2009.0,0.75,2484,5137
12856,2054,2,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,2005.0,0.25,5832,2016
29965,24,3,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","J.K. Rowling, Mary GrandPré",2000.0,0.5,13174,23
26879,618,2,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",1902.0,0.25,11901,615
5875,2555,4,Kindred,Octavia E. Butler,1979.0,0.75,2694,2459
16543,2124,2,A Thousand Acres,Jane Smiley,1991.0,0.25,7469,2076
49688,5340,5,"Vengeance in Death (In Death, #6)",J.D. Robb,1997.0,1.0,21099,4631
11121,19,5,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,1954.0,1.0,5060,18
12791,1786,2,Before the Fall,Noah Hawley,2016.0,0.25,5798,1758
30863,354,2,Beloved,Toni Morrison,1987.0,0.25,13528,353
40561,124,5,Room,Emma Donoghue,2010.0,1.0,17479,123
20052,328,5,Nineteen Minutes,Jodi Picoult,2007.0,1.0,9011,327
36974,1457,1,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,1999.0,0.0,15973,1441
3765,64,4,My Sister's Keeper,Jodi Picoult,2004.0,0.75,1724,63
45596,1956,4,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams",1941.0,0.75,19503,1922
32657,3781,4,"The Goddess Test (Goddess Test, #1)",Aimee Carter,2011.0,0.75,14214,3500
39491,3338,5,Consider the Lobster and Other Essays,David Foster Wallace,2005.0,1.0,17019,3127
47362,1174,2,The Girls,Emma Cline,2016.0,0.25,20204,1164
51723,1445,1,Flipped,Wendelin Van Draanen,2001.0,0.0,21911,1429
45309,47,5,The Book Thief,Markus Zusak,2005.0,1.0,19391,46
6358,69,3,"Insurgent (Divergent, #2)",Veronica Roth,2012.0,0.5,2909,68
46710,729,3,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,1989.0,0.5,19945,725
18543,3465,5,"Rich Man, Poor Man",Irwin Shaw,1969.0,1.0,8350,3235
11889,304,4,I Know This Much Is True,Wally Lamb,1998.0,0.75,5402,303
36992,2796,3,The Lost Wife,Alyson Richman,2011.0,0.5,15981,2674
48128,152,1,Dear John,Nicholas Sparks,2006.0,0.0,20507,151
26327,4172,5,Black Hills,Nora Roberts,2009.0,1.0,11663,3802
2543,2591,1,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,1999.0,0.0,1185,2491
16858,1003,4,Contact,Carl Sagan,1985.0,0.75,7607,996
50721,295,4,11/22/63,Stephen King,2011.0,0.75,21487,294
12455,66,2,Gone with the Wind,Margaret Mitchell,1936.0,0.25,5649,65
9914,2311,5,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",1938.0,1.0,4487,2249
43243,7367,2,"Tempting the Best Man (Gamble Brothers, #1)","J. Lynn, Jennifer L. Armentrout",2012.0,0.25,18553,5846
49560,5736,2,"Until Friday Night (The Field Party, #1)",Abbi Glines,2015.0,0.25,21039,4883
12840,6348,3,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,1986.0,0.5,5822,5268
20425,1032,3,"Fablehaven (Fablehaven, #1)",Brandon Mull,2006.0,0.5,9163,1024
34219,217,3,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",2003.0,0.5,14846,216
29112,11,3,The Kite Runner,Khaled Hosseini,2003.0,0.5,12821,10
20585,9512,1,شكلها باظت,عمر طاهر,2003.0,0.0,9222,6909
28256,122,1,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",1995.0,0.0,12465,121
46904,596,3,The Rainmaker,John Grisham,1995.0,0.5,20032,593
49018,2745,4,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,1995.0,0.75,20840,2626
26950,131,4,The Grapes of Wrath,John Steinbeck,1939.0,0.75,11927,130
17010,483,5,Franny and Zooey,J.D. Salinger,1961.0,1.0,7673,482
13678,40,2,"Eat, Pray, Love",Elizabeth Gilbert,2006.0,0.25,6207,39
7912,52,4,"Eclipse (Twilight, #3)",Stephenie Meyer,2007.0,0.75,3572,51
47833,337,2,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,1996.0,0.25,20389,336
34971,138,2,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,0.25,15174,137
38637,388,3,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986.0,0.5,16665,387
43916,116,2,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,0.25,18828,115
10334,696,2,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,1985.0,0.25,4694,693
45895,8760,3,The Three Sisters,Anton Chekhov,1900.0,0.5,19620,6556
42319,2562,3,"The Perfect Game (The Perfect Game, #1)",J. Sterling,2012.0,0.5,18170,2465
50086,445,4,Before I Go to Sleep,S.J. Watson,2011.0,0.75,21263,444
51817,355,4,"Graceling (Graceling Realm, #1)",Kristin Cashore,2008.0,0.75,21950,354
1691,25,3,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","J.K. Rowling, Mary GrandPré",2007.0,0.5,789,24
899,2302,1,Scarlett,Alexandra Ripley,1991.0,0.0,422,2241
48827,52,2,"Eclipse (Twilight, #3)",Stephenie Meyer,2007.0,0.25,20760,51
31808,11,4,The Kite Runner,Khaled Hosseini,2003.0,0.75,13887,10
25196,1595,5,Long Walk to Freedom,Nelson Mandela,1994.0,1.0,11192,1577
39550,2490,3,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819.0,0.5,17039,2402
23020,2438,5,There Was an Old Lady Who Swallowed a Fly,Simms Taback,1997.0,1.0,10262,2360
3017,70,3,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,1985.0,0.5,1408,69
20405,568,3,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",1986.0,0.5,9155,567
4470,6440,2,"The Butlerian Jihad (Legends of Dune, #1)","Brian Herbert, Kevin J. Anderson",2002.0,0.25,2034,5329
18193,19,5,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,1954.0,1.0,8190,18
26412,131,5,The Grapes of Wrath,John Steinbeck,1939.0,1.0,11700,130
17883,895,1,The Year of Magical Thinking,Joan Didion,2005.0,0.0,8056,890
44215,6433,5,"Storm (Elemental, #1)",Brigid Kemmerer,2012.0,1.0,18946,5324
43584,160,3,Great Expectations,Charles Dickens,1860.0,0.5,18699,159
14228,162,3,The Stranger,"Albert Camus, Matthew    Ward",1942.0,0.5,6439,161
693,63,5,Wuthering Heights,"Emily Brontë, Richard J. Dunn",1847.0,1.0,327,62
14170,8576,4,Killing Reagan: The Violent Assault That Changed a Presidency,"Bill O'Reilly, Martin Dugard",2015.0,0.75,6419,6469
8348,7887,2,Storm of the Century: An Original Screenplay,Stephen King,1999.0,0.25,3803,6126
37202,516,5,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000.0,1.0,16074,515
26277,1591,2,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,1972.0,0.25,11640,1573
9937,2455,2,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,2009.0,0.25,4500,2374
38792,6,3,The Fault in Our Stars,John Green,2012.0,0.5,16721,5
8625,19,3,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,1954.0,0.5,3916,18
18959,23,5,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","J.K. Rowling, Mary GrandPré",1998.0,1.0,8534,22
17727,244,3,Sharp Objects,Gillian Flynn,2006.0,0.5,7985,243
4073,2780,4,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,2006.0,0.75,1855,2660
31476,6307,5,The Bone People,Keri Hulme,1984.0,1.0,13750,5246
3189,2094,1,"Smokin' Seventeen (Stephanie Plum, #17)","Janet Evanovich, Lorelei King",2011.0,0.0,1491,2051
46327,202,2,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,2009.0,0.25,19783,201
13399,14,5,Animal Farm,George Orwell,1945.0,1.0,6080,13
30155,146,4,The Goldfinch,Donna Tartt,2013.0,0.75,13252,145
40673,292,4,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",1951.0,0.75,17528,291
48335,3944,2,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",Yukiru Sugisaki,1997.0,0.25,20579,3632
3105,1526,1,The Red Badge of Courage,Stephen Crane,1871.0,0.0,1450,1510
10029,2691,2,"You Suck (A Love Story, #2)",Christopher Moore,2007.0,0.25,4548,2577
20365,4304,4,The Little Stranger,Sarah Waters,2009.0,0.75,9135,3892
787,2907,5,"Good Night, Gorilla",Peggy Rathmann,1994.0,1.0,371,2766
47953,120,1,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,2001.0,0.0,20439,119
17251,559,1,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891.0,0.0,7780,558
13017,4447,4,"The Cat Who Could Read Backwards (Cat Who..., #1)",Lilian Jackson Braun,1966.0,0.75,5903,3994
50431,1,1,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008.0,0.0,21384,0
7381,715,2,Death of a Salesman,Arthur Miller,1949.0,0.25,3345,712
39132,1130,4,Ugly Love,Colleen Hoover,2014.0,0.75,16856,1120
36213,48,4,Fahrenheit 451,Ray Bradbury,1953.0,0.75,15663,47
2384,552,4,The Rescue,Nicholas Sparks,2000.0,0.75,1123,551
25301,494,3,The Secret History,Donna Tartt,1992.0,0.5,11225,493
36115,4898,5,Katherine,"Anya Seton, Philippa Gregory",1954.0,1.0,15624,4322
9153,67,1,A Thousand Splendid Suns,Khaled Hosseini,2007.0,0.0,4162,66
25185,7857,3,Dead Heat (Alpha & Omega #4),Patricia Briggs,2015.0,0.5,11188,6111
50316,182,5,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",2009.0,1.0,21351,181
574,520,5,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",1994.0,1.0,266,519
42440,3900,5,"Hand, Hand, Fingers, Thumb","Al Perkins, Eric Gurney",1969.0,1.0,18217,3595
23984,1434,1,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,1826.0,0.0,10665,1418
4574,26,4,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,2003.0,0.75,2085,25
35015,2045,3,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,1981.0,0.5,15191,2007
32490,1234,2,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,1973.0,0.25,14142,1222
37183,7023,1,"Private (Private, #1)",Kate Brian,2006.0,0.0,16063,5650
33572,3,4,"Twilight (Twilight, #1)",Stephenie Meyer,2005.0,0.75,14586,2
2973,1455,4,Flight Behavior,Barbara Kingsolver,2012.0,0.75,1388,1439
26142,454,3,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",1985.0,0.5,11587,453
46974,5005,1,Feeling Good: The New Mood Therapy,David D. Burns,1980.0,0.0,20058,4400
34781,8511,4,"Incendiary (The Premonition, #4)",Amy A. Bartol,2012.0,0.75,15097,6428
8907,820,3,The Remains of the Day,Kazuo Ishiguro,1989.0,0.5,4052,815
3826,660,1,Congo,Michael Crichton,1980.0,0.0,1751,657
16001,407,4,Bel Canto,Ann Patchett,2001.0,0.75,7227,406
14060,216,2,The Art of Racing in the Rain,Garth Stein,2006.0,0.25,6370,215
8444,339,5,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",1947.0,1.0,3843,338
45562,288,1,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,1984.0,0.0,19490,287
5097,4577,3,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,2007.0,0.5,2337,4090
42798,33,1,Memoirs of a Geisha,Arthur Golden,1997.0,0.0,18349,32
46488,28,4,Lord of the Flies,William Golding,1954.0,0.75,19848,27
8439,165,2,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,2005.0,0.25,3841,164
27749,3507,1,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",Michael Connelly,2013.0,0.0,12240,3266
9246,121,1,Lolita,"Vladimir Nabokov, Craig Raine",1955.0,0.0,4208,120
43580,1863,5,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,1988.0,1.0,18695,1831
36392,3326,2,"Carpe Corpus (The Morganville Vampires, #6)",Rachel Caine,2009.0,0.25,15735,3120
32323,31,5,The Help,Kathryn Stockett,2009.0,1.0,14084,30
34152,91,3,"The Maze Runner (Maze Runner, #1)",James Dashner,2009.0,0.5,14816,90
18928,76,1,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,0.0,8517,75
23780,58,4,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",1884.0,0.75,10572,57
6325,8910,2,"Sun and Moon, Ice and Snow",Jessica Day George,2008.0,0.25,2891,6626
34172,5773,2,"The Walking Dead, Vol. 06: This Sorrowful Life","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,0.25,14828,4910
32798,3384,5,"Perfection (Neighbor from Hell, #2)",R.L. Mathewson,2011.0,1.0,14281,3164
6164,4095,1,Cradle and All,James Patterson,1980.0,0.0,2826,3744
7942,8507,2,"Storm Glass (Glass, #1)",Maria V. Snyder,2009.0,0.25,3587,6425
28971,547,4,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897.0,0.75,12768,546
6258,1060,2,In Defense of Food: An Eater's Manifesto,Michael Pollan,2007.0,0.25,2866,1051
4345,3663,4,"Squire (Protector of the Small, #3)",Tamora Pierce,2001.0,0.75,1975,3400
15043,379,3,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011.0,0.5,6806,378
7723,740,5,"The Little House Collection (Little House, #1-9)","Laura Ingalls Wilder, Garth Williams",1953.0,1.0,3489,736
13358,153,5,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,2008.0,1.0,6060,152
36972,1388,4,The Last Juror,John Grisham,2004.0,0.75,15972,1374
39266,473,4,"In the Woods (Dublin Murder Squad, #1)",Tana French,2007.0,0.75,16917,472
38175,9867,2,Copper Sun,Sharon M. Draper,2006.0,0.25,16487,7079
32298,2866,1,"The Long Earth (The Long Earth, #1)","Terry Pratchett, Stephen Baxter",2012.0,0.0,14080,2730
13234,301,2,Heart of Darkness,Joseph Conrad,1899.0,0.25,6005,300
39242,672,5,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,1934.0,1.0,16904,669
46475,8,2,The Catcher in the Rye,J.D. Salinger,1951.0,0.25,19839,7
37070,949,4,"The Fires of Heaven (Wheel of Time, #5)",Robert Jordan,1993.0,0.75,16015,943
11466,253,3,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",2013.0,0.5,5224,252
21045,2840,5,Homegoing,Yaa Gyasi,2016.0,1.0,9411,2711
21453,2642,1,The Two Princesses of Bamarre,Gail Carson Levine,2001.0,0.0,9582,2538
48488,7133,3,Under the Wide and Starry Sky,Nancy Horan,2014.0,0.5,20630,5719
18911,3751,2,"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",Gabrielle Hamilton,2001.0,0.25,8508,3476
42895,1301,4,The Broker,John Grisham,2005.0,0.75,18393,1289
51829,1,5,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008.0,1.0,21956,0
20441,1511,4,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"Patrick Rothfuss, Nate  Taylor",2014.0,0.75,9168,1495
39601,20,3,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,2010.0,0.5,17057,19
19978,4842,4,The Virgin Blue,Tracy Chevalier,1997.0,0.75,8979,4280
1689,2730,2,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",Tom Clancy,1988.0,0.25,788,2612
50613,715,2,Death of a Salesman,Arthur Miller,1949.0,0.25,21448,712
25845,44,2,"The Notebook (The Notebook, #1)",Nicholas Sparks,1996.0,0.25,11452,43
21608,5029,5,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison,2001.0,1.0,9650,4419
28427,752,5,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,2013.0,1.0,12542,748
5494,255,4,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",1957.0,0.75,2525,254
945,9485,3,"The Beggar King (The Hangman's Daughter, #3)","Oliver Pötzsch, Lee Chadeayne",2010.0,0.5,449,6896
48704,1679,4,Leaves of Grass,Walt Whitman,1855.0,0.75,20712,1657
25576,402,5,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,1843.0,1.0,11345,401
51828,3536,5,"Lady Knight (Protector of the Small, #4)",Tamora Pierce,2002.0,1.0,21955,3294
33731,171,1,Emma,"Jane Austen, Fiona Stafford",1815.0,0.0,14651,170
4098,125,3,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",1600.0,0.5,1867,124
6732,3092,1,You Shall Know Our Velocity!,Dave Eggers,2002.0,0.0,3078,2926
8191,64,3,My Sister's Keeper,Jodi Picoult,2004.0,0.5,3719,63
35086,1775,1,Strega Nona,Tomie dePaola,1975.0,0.0,15218,1749
9366,2751,5,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",Michael Connelly,1997.0,1.0,4250,2632
42431,5,1,The Great Gatsby,F. Scott Fitzgerald,1925.0,0.0,18213,4
19937,21,3,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","J.K. Rowling, Mary GrandPré",2003.0,0.5,8967,20
26232,8843,3,The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein,2006.0,0.5,11621,6592
20776,115,1,Middlesex,Jeffrey Eugenides,2002.0,0.0,9303,114
46957,5242,4,A Secret Kept,Tatiana de Rosnay,2009.0,0.75,20052,4567
29814,6287,5,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,2010.0,1.0,13119,5233
44209,175,3,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,2009.0,0.5,18942,174
33133,401,2,A Farewell to Arms,Ernest Hemingway,1929.0,0.25,14427,400
47104,602,2,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes",1953.0,0.25,20105,599
24092,116,4,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,0.75,10715,115
17182,121,5,Lolita,"Vladimir Nabokov, Craig Raine",1955.0,1.0,7748,120
21104,650,1,Uncle Tom's Cabin,Harriet Beecher Stowe,1852.0,0.0,9436,647
8291,1296,3,State of Fear,Michael Crichton,2004.0,0.5,3777,1284
11519,1196,5,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",Madeleine L'Engle,1973.0,1.0,5250,1185
4992,1102,2,Dry,Augusten Burroughs,2003.0,0.25,2287,1093
50436,23,2,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","J.K. Rowling, Mary GrandPré",1998.0,0.25,21387,22
2166,816,1,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,2009.0,0.0,1013,811
15357,49,2,"New Moon (Twilight, #2)",Stephenie Meyer,2006.0,0.25,6948,48
31925,8351,5,"The Darkest Hour (KGI, #1)",Maya Banks,2010.0,1.0,13936,6340
25103,2722,3,"Scary Stories to Tell in the Dark (Scary Stories, #1)","Alvin Schwartz, Stephen Gammell",1981.0,0.5,11150,2605
21832,1569,4,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",1905.0,0.75,9739,1551
1209,997,1,The Scarlet Pimpernel,Emmuska Orczy,1905.0,0.0,560,990
15516,42,4,"Little Women (Little Women, #1)",Louisa May Alcott,1868.0,0.75,7011,41
13074,147,3,Thirteen Reasons Why,Jay Asher,2007.0,0.5,5925,146
6170,851,1,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,1979.0,0.0,2829,846
13231,683,3,A Bend in the Road,Nicholas Sparks,2001.0,0.5,6003,680
10258,114,5,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997.0,1.0,4658,113
17020,113,2,Catch-22,Joseph Heller,1961.0,0.25,7677,112
26396,191,2,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",1987.0,0.25,11694,190
3714,20,1,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,2010.0,0.0,1708,19
20709,656,1,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,2006.0,0.0,9277,653
35086,6006,2,"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,1979.0,0.25,15218,5066
26657,2696,3,Put Me in the Zoo,Robert Lopshire,1960.0,0.5,11788,2582
25981,593,2,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,1968.0,0.25,11517,590
